@relation 'whatever-weka.filters.unsupervised.attribute.Remove-R5,7-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-M-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute gdp numeric
@attribute life_expectancy numeric
@attribute popdensity numeric
@attribute total_population numeric
@attribute income_per_person numeric
@attribute m_in numeric

@data
969936525.298729,73.1,195.152174,93081,20364,11053
2616610911.08235,55,80.020809,5775902,1347,96482
236421782178.218,81.3,7231.811966,5078961,72056,1919435
89254437086.0927,75.7,112.108877,5406896,24438,145694
48016423841.0596,79.5,101.71713,2052480,28377,253392
671585231.579861,62.7,18.79875,526177,1787,2148
238284727566.4374,51.6,15.273558,9581714,614,1919
375349442837.24,54.9,41.853305,51621594,12087,1890854
1094499338702.72,80.4,508.180253,49090041,30440,877436
15727363443.0995,56,382.114859,10056475,3838,255341
1431672847682.12,81.8,93.151931,46601492,32994,6277672
56725745039.336,75,320.810078,20201312,7572,37190
238284727566.4374,68.818541,555.790441,29625425.15674,15691.875833,23963
65634109236.7736,66.1,19.432391,36114885,3282,554541
4368398047.64333,70.7,3.321417,518141,14325,23306
3527776867.18024,46.4,69.36907,1193148,5862,24283
488379327089.837,81.6,22.854526,9382297,42898,1292196
581211708792.789,82.3,198.018752,7830534,54183,1958346
238284727566.4374,76.5,112.838872,20720602,6603,1271568
5642221528.67072,70.1,54.170449,7581696,2110,277849
31407908612.0943,61.4,51.53367,45648525,2143,301574
340923571200.889,74.2,130.540868,66692024,12822,3223380
7909580000,72.7,36.046953,360830,22915,53806
952429030.415536,66.5,167.292688,1693002,1667,180372
3172945644.5585,58.7,117.500478,6390851,1246,235112
369816107.03043,70.7,144.370833,103947,4945,1417
21037612736.256,71.8,258.887914,1328095,29321,40940
44050929160.2627,77.1,67.888131,10639194,10411,35123
731168051636.944,78.8,93.954778,72310416,16674,1255160
22583157894.7368,68.1,10.729247,5041995,10032,195437
238284727566.4374,68.818541,32.624211,30993,20095,8981
31823518.620437,68.818541,327.566667,9827,3222,123
238284727566.4374,79.46,303.62,106382,15691.875833,55526
20181796802.8574,57.8,165.31726,33149417,1515,526101
136419300367.962,70.5,79.180246,45647497,7844,4479141
286049336038.121,75.6,99.634605,8329453,56644,7094180
2403504326328.8,80.2,259.440189,62716684,36240,7560559
14964372000000,78.8,33.817936,309876170,49373,40180172
40284682481.3918,76.2,19.280162,3374414,17095,71777
39332770928.9426,70.2,67.142454,27739764,4185,1140101
700804286.224354,63.9,19.38466,236299,2948,2191
393801459277.332,74.9,32.873131,28995745,16536,1331312
115931749904.839,74.5,280.364111,88357775,4486,57368
30906753495.1501,66.6,44.684304,23591972,4534,250376
20265552104.3964,53.1,18.721585,13917439,3451,130863
9422161300,49.1,36.122262,13973897,1484,286242
19199437988.8023,53.8,49.821649,32526562,1925,364151
11455595709.1413,78,105.444051,2896679,10620,51235
166838617796.555,76.4,16.654429,39666519,13434,227417
238284727566.4374,72.9,277.69,55538,15691.875833,22660
238284727566.4374,84.8,149.942553,70473,46577,39552
102643104696.208,59.6,20.070565,25021974,7615,89974
1297285370.37037,76.4,208.677273,91818,21049,27688
238284727566.4374,76.5,15.864696,43416755,17344,2042145
10561401185.098,74.7,105.996207,3017712,7763,169744
238284727566.4374,75.72,577.161111,103889,37138,34486
1339539063150.01,82.3,3.095579,23968973,44056,6684394
374055872241.322,81.3,104.337619,8544586,44401,1492374
53047140347.4527,72.9,116.761018,9753968,16986,261751
32221489361.7021,79.1,1788.619481,1377237,44138,696373
195078665827.565,70.4,1236.810648,160995642,3161,1173775
4451000000,75.7,660.965116,284215,12984,20397
54608962634.9908,71,46.882854,9495826,17415,1082594
454039037373.849,80.5,372.712054,11299192,41240,1371402
1763000000,71.7,15.751293,359287,8501,52229
8476125180.59445,62.3,96.4866,10879829,1830,208093
238284727566.4374,78.5,1304.7,62004,47081,18086
1962221695.69413,72.7,20.327675,774830,7983,47189
33196819571.6353,73.2,9.900032,10724705,6295,139511
15995392117.9473,78.9,74.422188,3810416,9833,33950
14390863395.3171,58.7,3.992174,2262485,17196,141110
1774724818900.48,74.4,24.867677,207847528,15441,706609
238284727566.4374,68.818541,200.78,30117,15691.875833,14576
15492035784.4207,77.1,80.301328,423188,73003,101707
48952959079.5738,74.8,66.120035,7149787,16371,100916
11099473096.8345,60.9,66.175329,18105570,1654,658342
3085184836.89126,61.4,435.316238,11178921,777,262969
18049954289.4301,69.4,88.250051,15577899,3267,71024
29198372811.2037,59.4,49.383722,23344179,2897,379375
1550536520141.93,81.7,3.942567,35939927,43294,7826507
1629759975.07703,72.9,129.156824,520502,6514,13416
238284727566.4374,68.818541,249.8625,59967,49009,23656
1503299943.61311,49.6,7.865861,4900274,599,58076
10888798113.7866,57.4,11.147929,14037472,2191,503624
238284727566.4374,68.818541,861.536842,29625425.15674,15691.875833,79174
240215707927.037,79.4,24.13903,17948141,22465,469436
10866443998394.2,76.2,146.057646,1376048943,13334,813787
292080155633.31,78,43.468863,48228704,12761,132398
238284727566.4374,68.1,423.682966,788474,1472,11204
51106697023.7464,80.3,94.160791,4807850,14132,407450
48732003674.38,77.8,75.489707,4240317,20260,556944
238284727566.4374,78.2,106.995481,11389562,21291,12494
238284727566.4374,68.818541,355.945946,157203,15691.875833,37047
19319729400.0222,81.8,126.114719,1165300,29797,194497
181811026983.078,78.8,136.62073,10543186,29437,405093
35237742278.1367,61.5,34.082536,4620330,6220,421668
295164313328.842,80.4,133.773321,5669081,43495,572520
238284727566.4374,63.8,38.30289,887861,3139,105630
537777777.777778,73.1,96.906667,72680,10503,5437
67103263863.3943,75.3,217.888887,10528391,12837,407095
1412377919.12175,72.4,83.726631,1184765,2086,9540
100871770000,75.9,65.003877,16144363,10996,316204
330778550716.746,71.5,91.926349,91508084,11031,477125
25850200000,74.9,295.684508,6126583,7776,41918
9397792253.2693,61,30.126916,845060,31087,8746
238284727566.4374,60.7,382.114859,5227791,1129,13715
22691482754.7965,77.8,30.950649,1312558,26812,202278
61537143095.3874,65.2,99.39075,99390750,1520,1003041
238284727566.4374,68.818541,34.526504,48199,15691.875833,5202
238284727566.4374,68.9,149.228571,104460,3510,109109
4386008744.53467,65.8,48.831144,892145,7925,11975
229810358212.266,80.9,18.039465,5503457,38923,314947
2421682377730.95,81.8,122.011745,64395345,37599,7784418
238284727566.4374,76.69,77.257923,282764,15691.875833,26208
14339723934.6724,65.9,6.695743,1725292,18627,261342
13965385801.7891,72.9,64.365443,3999812,7474,165141
3355772429854.72,80.8,233.583362,80688545,44053,12003643
37864368219.9169,65.3,120.461866,27409893,4099,306873
238284727566.4374,68.818541,3221.7,32217,15691.875833,8741
195212006432.295,81,83.969992,10954617,25430,1242514
238284727566.4374,72.1,0.136713,56186,27763,5727
978148148.148148,71.5,314.191176,106825,11593,4823
238284727566.4374,71.7,314.601852,169885,15691.875833,73602
63794348774.6251,72.6,152.509304,16342897,7279,76258
6699203543.29047,59.1,51.312836,12608590,1225,222972
1056851007.567,55.6,65.58766,1844325,1386,21642
3166029055.69007,66.8,3.8968,767085,6816,14507
8877465911.26736,64.3,388.645392,10711067,1710,36711
20152043003.4425,73,72.169631,8075060,4270,27931
309928790732.475,83.73,6957.809524,7287983,53874,2806766
120687138088.121,76.7,108.745013,9855023,24200,440150
16598494830.9142,83.3,3.29998,329425,42182,37522
2073542978208.77,67.2,440.957533,1311050527,5903,5138790
861933968740.332,71.1,142.177125,257563815,10504,291093
238284727566.4374,74.6,48.576508,79109272,15573,2484128
168606686710.642,67.4,83.863039,36423395,14646,328017
238284727566.4374,68.818541,154,87780,15691.875833,43066
296075434804.981,82.1,387.264325,8064036,31590,1406027
1814762858045.91,82.2,206.711379,59797685,33297,5788875
31752543539.2202,59.1,71.388541,22701556,3491,2095575
14005654598.9598,75,251.70277,2793335,8606,20697
4123257609614.74,83.2,348.25124,126573481,36162,1959777
37517410299.2739,78.5,85.543444,7594547,11752,3109064
184360630555.504,70.2,6.498547,17625226,23468,3546778
63398041540.367,65.1,80.912081,46050302,2898,1023927
145237022.01187,63,138.793827,112423,1824,2644
112811565304.088,80.3,218.412738,3892115,82633,2751639
6571853849.00585,69.8,31.058394,5939962,3245,199981
12327488340.7341,67.1,29.471503,6802023,5212,17933
27035266718.4208,75.4,31.812832,1970503,23282,263126
47102873631.8408,78.9,571.920137,5850743,17050,1996163
238284727566.4374,47.1,70.323518,2135022,2598,3932
2053000000,63.2,46.754963,4503438,958,108166
29152707344.7142,74.1,3.568227,6278438,17261,771146
238284727566.4374,68.818541,234.56875,37531,15691.875833,23089
41243983586.5587,75.2,46.433171,2878405,26665,135699
57793612066.0974,82.2,219.952124,567110,88314,248964
46177532874.139,80.82,19392.937294,587606,148374,318113
9980522718.48012,63.5,41.655878,24235390,1400,23463
6565382258.60153,60.5,182.59686,17215232,799,168314
296217641787.223,75.3,92.317781,30331007,24320,2318973
3142812004.19099,80,1363.876667,363657,14408,88681
13100263697.0551,60.2,14.423732,17599694,1684,243182
238284727566.4374,82.1,1347.915625,418670,30265,40425
238284727566.4374,66.9,294.405556,52993,3661,2924
238284727566.4374,69.7,3.946409,4067564,3877,105999
11510952257.3431,74.5,621.972906,1273212,18350,27033
1144331343172.45,75.9,65.339759,127017224,16850,1188870
6551161404.09357,73.9,123.764669,4068897,4896,138431
238284727566.4374,68.818541,18865.5,37731,63472,10795
11757940908.6277,67.1,1.904744,2959134,11819,17016
3992640233.17019,77.2,46.274201,625781,14833,81568
100359546357.65,74.6,77.027809,34377511,7319,72288
14688606237.729,57.1,35.578045,27977863,1176,150498
64865515159.2277,68,82.527644,53897154,4012,63860
11546088223.2118,64.2,2.98659,2458830,10040,91826
238284727566.4374,68.818541,511.1,10222,16686,2271
20880545907.4264,69.7,198.909662,28513700,2352,497086
752547410446.934,81.3,503.015147,16924929,45784,1974046
238284727566.4374,76.74,14.934354,263118,15691.875833,58254
173754075210.516,81.4,17.453572,4528526,34186,998715
12692562187.4933,78,50.540402,6082032,4712,38345
7142951342.4223,61,15.709418,19899120,943,157577
481066152870.266,64.6,200.052661,182201962,5727,1076442
238284727566.4374,72.1,208.913853,25155317,1390,46325
238284727566.4374,76.2,119.717391,55070,15691.875833,20715
388314890978.609,82,14.225851,5210967,64304,731248
70254876462.9389,77.2,14.509018,4490541,48226,1752641
269971498118.442,65.9,245.076891,188924874,4743,3625927
287400000,68.818541,46.284783,21291,14315,5033
52132289700,78.2,52.853659,3929141,20485,184061
238284727566.4374,60.9,16.824893,7619321,2529,24647
27622778722.3986,74.4,16.710604,6639123,8219,152664
192083721355.064,79.5,24.513023,31376670,11903,89524
291965336390.95,71,337.724771,100699395,6876,155943
474783393022.947,77.6,124.096189,38611794,24787,612185
198931394033.492,80.8,112.976507,10349803,26437,833875
238284727566.4374,78.5,391.67779,3683238,33604,259070
166907692307.692,79.7,192.537037,2235355,132877,1654997
238020405899.967,81.7,67.363957,4688465,47758,746260
10086021260.9944,76.5,82.412887,2078453,12547,129202
8553154505.83585,60.8,13.529517,77266814,809,381703
177954489851.961,75.2,86.216533,19511324,19203,203845
1326015096948.19,71,8.798801,143456918,23038,11642651
8095980013.73418,65.9,470.598541,11609666,1549,432675
921888851.851852,68.818541,213.738462,55572,21896,3521
1436390325.92593,74.8,303.277049,184999,9997,8296
751373262.962963,71.2,280.671795,109462,10435,4289
761037916.35753,73.2,68.278445,193228,5558,4494
238284727566.4374,68.818541,529.683333,31781,40075,4540
238284727566.4374,68,198.275,190344,3003,2338
646001866666.667,79.5,14.672056,31540372,52469,9842647
13779570705.7552,65.3,78.58138,15129273,2251,221160
36513027127.6723,76.2,81.159925,8850975,12908,806777
1437722206.38754,74.1,204.175824,96471,25684,12396
4474689705.76783,57.1,89.404045,6453184,2085,90246
292739307535.642,82,7828.857143,5603740,80794,2261026
86581789952.3123,77.6,112.794252,5426258,27204,176420
42746980843.0904,80.9,102.471102,2067526,28550,235467
1156834750.5275,64,20.849982,583591,2047,2005
5953000000,54.2,17.194988,10787104,624,2113
312797576593.594,61.3,45.303251,54490406,12509,2722348
1377873107856.33,81,519.330279,50293439,34644,1283629
9015221096.24474,56.1,382.114859,12339812,3047,821625
1199057336142.84,82.6,92.797563,46121699,32979,5849739
82316172384.325,77.6,334.332642,20715010,10624,36850
238284727566.4374,68.818541,583.713235,29625425.15674,15691.875833,24966
84066770983.3333,67.5,22.127396,40234882,3975,481672
4877888603.80651,72,3.480609,542975,17125,27487
4060072443.54921,51.8,74.823837,1286970,6095,24455
492618068568.573,82.1,24.055754,9779426,44892,1544951
664737543616.5,83,209.711914,8298663,56118,2301309
238284727566.4374,68.2,100.759206,18502413,4637,497309
7853450374.0001,72.4,60.601993,8481855,2582,274780
44895392076.5118,64.1,60.363987,53470420,2571,254012
395281580952.881,74.7,133.02151,67959359,14512,3912191
8884441432.05624,73.7,38.763137,388019,22818,58298
238284727566.4374,68.1,196.731621,1990924,1644,186955
4002723816.65721,61.5,134.300018,7304578,1433,255407
238284727566.4374,71.5,147.458333,106170,5069,1619
27805745960.6511,72.4,265.124366,1360088,30113,42406
43015089722.6754,77.6,71.497168,11253554,11126,45715
718221078308.824,79.2,102.212531,78665830,19360,2851301
37334232257.1429,70,11.434686,5373502,15865,193860
238284727566.4374,68.818541,36.146316,34339,20068,9738
238284727566.4374,68.818541,330.533333,9916,3622,111
238284727566.4374,80.6,295.925714,106291,15691.875833,55554
26369242278.1637,61.3,194.65581,39032383,1680,702133
90615023323.7353,71.5,78.019402,44823765,8449,4494136
370292716133.424,75.4,109.53305,9156963,60749,8005345
2848755449421.34,81,269.244128,64715810,38225,8493574
17946996000000,79.1,35.137648,321773631,53354,43548356
53442697567.8844,76.8,19.606645,3431555,20438,68301
66732801392.6618,71.8,73.576634,29893488,5598,1094008
238284727566.4374,64.9,21.710582,264652,2912,2278
238284727566.4374,74.8,35.267936,31108083,15753,1404256
193599379094.859,75.4,295.751927,93447601,5623,67490
238284727566.4374,66,50.821477,26832215,3887,307133
22063852462.8145,56.7,21.80789,16211767,4034,107341
13892940503.5829,59.3,40.332819,15602751,1801,257349
